,SEASON_YEAR,TEAM_ABBREVIATION,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,E_OFF_RATING,OFF_RATING,sp_work_OFF_RATING,E_DEF_RATING,DEF_RATING,sp_work_DEF_RATING,E_NET_RATING,NET_RATING,sp_work_NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,E_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,sp_work_PACE,PIE,POSS,FGM_PG,FGA_PG,E_OFF_RATING_RANK,OFF_RATING_RANK,sp_work_OFF_RATING_RANK,E_DEF_RATING_RANK,DEF_RATING_RANK,sp_work_DEF_RATING_RANK,E_NET_RATING_RANK,NET_RATING_RANK,sp_work_NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,E_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,USG_PCT_RANK,E_USG_PCT_RANK,E_PACE_RANK,PACE_RANK,sp_work_PACE_RANK,PIE_RANK,FGM_PG_RANK,FGA_PG_RANK,PCT_FGM,PCT_FGA,PCT_FG3M,PCT_FG3A,PCT_FTM,PCT_FTA,PCT_OREB,PCT_DREB,PCT_REB,PCT_AST,PCT_TOV,PCT_STL,PCT_BLK,PCT_BLKA,PCT_PF,PCT_PFD,PCT_PTS,PCT_FGM_RANK,PCT_FGA_RANK,PCT_FG3M_RANK,PCT_FG3A_RANK,PCT_FTM_RANK,PCT_FTA_RANK,PCT_OREB_RANK,PCT_DREB_RANK,PCT_REB_RANK,PCT_AST_RANK,PCT_TOV_RANK,PCT_STL_RANK,PCT_BLK_RANK,PCT_BLKA_RANK,PCT_PF_RANK,PCT_PFD_RANK,PCT_PTS_RANK,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,OPPONENT,HOME
54,2021-22,MIA,2021-10-25T00:00:00,MIA vs. ORL,W,32.916666666666664,15,21,0.714,0,0,0.0,6,6,1.0,0,3,3,2,1,5,0,1,2,6,36,8,56.6,0,0,51.0,1,1,1,1,41,1,5,4,20,48,20,31,38,1,48,32,45,50,37,1,23,32,32,22,3,24,6,13,5,5,1,107.7,109.1,109.1,91.2,92.8,92.8,16.5,16.3,16.3,0.143,2.0,7.4,0.0,0.088,0.045,3.7,3.8,0.714,0.761,0.342,0.338,99.89,98.43,82.03,98.43,0.314,66,15.0,21.0,37,39,39,13,14,14,19,20,20,47,26,54,48,41,52,11,13,5,7,3,4,23,23,23,1,1,5,0.517,0.344,0.0,0.0,0.545,0.545,0.0,0.13,0.103,0.111,0.143,0.714,0.0,0.2,0.154,0.429,0.5,1,2,20,48,21,20,48,40,51,54,14,5,23,32,43,19,1,1.0,0.0,0.833,0.278,0.0,0.278,0.167,0.278,0.556,0.533,0.467,0.0,0.0,0.533,0.467,1,48,1,4,20,5,54,7,18,12,46,16,7,13,45,ORL,True
55,2021-22,MIA,2021-10-27T00:00:00,MIA @ BKN,W,37.17666666666667,6,18,0.333,0,0,0.0,5,6,0.833,4,10,14,7,3,4,1,0,3,4,17,12,56.3,1,0,48.0,1,1,1,1,14,35,11,45,20,48,20,38,38,35,3,1,1,14,11,3,6,1,43,42,41,19,7,1,5,10,1,106.4,108.9,108.9,91.0,92.5,92.5,15.4,16.4,16.4,0.28,2.33,22.6,0.093,0.238,0.165,9.7,9.8,0.333,0.412,0.258,0.255,104.63,102.65,85.54,102.65,0.16,79,6.0,18.0,43,40,40,12,13,13,23,19,19,21,24,23,9,3,1,34,35,46,49,32,36,6,6,6,31,35,11,0.194,0.247,0.0,0.0,0.294,0.3,0.333,0.286,0.298,0.412,0.273,0.667,0.5,0.0,0.188,0.235,0.198,41,28,20,48,48,44,18,5,6,12,40,6,4,1,46,50,47,1.0,0.0,0.706,0.118,0.0,0.353,0.294,0.235,0.588,0.5,0.5,0.0,0.0,0.5,0.5,1,48,12,25,20,2,33,14,14,13,38,16,7,14,36,BKN,False
56,2021-22,MIA,2021-10-29T00:00:00,MIA vs. CHA,W,36.45,12,19,0.632,1,3,0.333,7,7,1.0,5,5,10,5,4,1,1,2,3,5,32,-1,53.5,1,0,52.0,1,1,1,1,19,3,8,10,8,9,13,21,32,1,2,13,4,24,2,29,6,50,43,32,4,38,10,1,5,4,1,106.9,109.3,109.3,107.9,110.7,110.7,-1.0,-1.3,-1.3,0.25,1.25,16.1,0.135,0.111,0.122,12.9,12.9,0.658,0.725,0.283,0.291,101.16,98.77,82.3,98.77,0.228,75,12.0,19.0,39,37,37,25,28,28,35,37,37,27,43,43,3,31,14,49,50,11,11,16,16,21,21,21,9,3,8,0.375,0.275,0.2,0.12,0.538,0.538,0.385,0.167,0.233,0.333,0.267,0.2,0.333,0.333,0.188,0.385,0.39,6,17,2,15,22,21,15,30,22,22,39,32,12,34,46,26,4,0.842,0.158,0.688,0.125,0.094,0.063,0.218,0.0,0.563,0.273,0.727,0.0,1.0,0.25,0.75,33,25,14,23,18,40,45,45,17,33,24,16,1,40,15,CHA,True
57,2021-22,MIA,2021-10-30T00:00:00,MIA @ MEM,W,30.046666666666667,8,12,0.667,1,2,0.5,10,11,0.909,0,5,5,7,1,3,0,0,0,8,27,22,51.5,0,0,46.0,1,1,1,1,43,18,41,6,8,22,7,8,8,25,48,13,29,14,37,7,23,1,1,6,12,4,11,13,5,14,1,145.1,149.2,149.2,112.0,111.3,111.3,33.1,37.9,37.9,0.304,7.0,28.0,0.0,0.161,0.088,4.0,4.0,0.708,0.802,0.254,0.256,99.3,98.25,81.87,98.25,0.216,61,8.0,12.0,2,3,3,35,30,30,5,3,3,17,5,10,48,16,29,16,16,6,4,33,35,25,24,24,15,18,41,0.258,0.214,0.059,0.08,0.833,0.846,0.0,0.227,0.172,0.292,0.125,0.429,0.0,0.0,0.0,0.8,0.297,29,41,19,32,3,2,48,16,34,30,11,14,23,1,1,1,22,0.833,0.167,0.519,0.074,0.111,0.074,0.37,0.148,0.444,0.429,0.571,1.0,0.0,0.5,0.5,34,23,41,39,14,33,23,33,34,24,32,1,7,14,36,MEM,False
58,2021-22,MIA,2021-11-02T00:00:00,MIA @ DAL,W,33.13333333333333,4,11,0.364,0,1,0.0,15,17,0.882,2,4,6,6,1,3,1,0,4,10,23,14,50.2,0,0,43.0,1,1,1,1,40,46,44,41,20,33,20,2,1,27,15,22,21,18,37,7,6,1,54,1,23,15,14,13,5,16,1,133.6,135.4,135.4,112.5,112.1,112.1,21.1,23.3,23.3,0.25,6.0,23.1,0.071,0.114,0.095,3.8,3.9,0.364,0.622,0.282,0.279,95.38,94.89,79.07,94.89,0.177,65,4.0,11.0,6,5,5,36,33,33,11,12,12,27,6,20,16,30,25,13,14,42,29,17,23,42,41,41,27,46,44,0.143,0.208,0.0,0.067,0.652,0.63,0.5,0.167,0.214,0.353,0.2,0.75,0.333,0.0,0.211,0.588,0.261,49,44,20,34,14,12,3,30,23,17,26,2,12,1,51,4,32,0.909,0.091,0.348,0.0,0.0,0.217,0.652,0.174,0.348,0.5,0.5,0.0,0.0,0.5,0.5,22,35,55,44,20,12,3,23,50,13,38,16,7,14,36,DAL,False
59,2021-22,MIA,2021-11-04T00:00:00,MIA vs. BOS,L,38.236666666666665,8,18,0.444,0,4,0.0,4,8,0.5,3,1,4,2,2,1,0,1,3,6,20,-10,28.8,0,0,28.0,1,39,39,39,9,18,11,33,20,5,20,45,27,57,7,53,39,50,23,29,23,32,43,22,33,50,49,13,5,46,1,80.9,86.1,86.1,104.5,102.9,102.9,-23.5,-16.7,-16.7,0.143,1.0,8.0,0.061,0.028,0.047,8.0,7.8,0.444,0.465,0.264,0.272,91.34,89.13,74.27,89.13,0.063,72,8.0,18.0,57,56,56,21,19,19,54,51,51,47,46,53,26,54,51,25,25,33,44,27,24,51,56,56,54,18,11,0.364,0.265,0.0,0.114,0.364,0.533,0.3,0.038,0.111,0.133,0.167,0.167,0.0,0.333,0.214,0.5,0.323,10,23,20,20,39,22,24,55,50,51,20,39,23,34,52,7,18,0.778,0.222,0.8,0.1,0.0,0.0,0.2,0.05,0.7,0.75,0.25,0.0,0.0,0.75,0.25,45,11,4,30,20,41,49,44,2,4,54,16,7,4,54,BOS,True
60,2021-22,MIA,2021-11-06T00:00:00,MIA vs. UTA,W,35.96666666666667,11,15,0.733,0,0,0.0,5,6,0.833,0,3,3,6,3,0,0,1,0,4,27,-12,36.6,0,0,36.0,1,1,1,1,23,5,21,3,20,48,20,38,38,35,48,32,45,18,11,45,23,32,1,42,12,52,38,13,5,34,1,113.9,111.4,111.4,132.0,128.6,128.6,-18.1,-17.1,-17.1,0.316,2.0,22.2,0.0,0.094,0.053,11.1,11.3,0.733,0.765,0.284,0.289,91.18,93.42,77.85,93.42,0.173,70,11.0,15.0,24,27,27,56,52,52,50,52,52,14,26,25,48,38,50,42,44,4,6,14,18,52,43,43,29,5,21,0.367,0.288,0.0,0.0,0.385,0.353,0.0,0.15,0.13,0.316,0.25,0.0,0.0,0.5,0.0,0.267,0.346,8,11,20,48,38,39,48,36,44,26,30,45,23,46,1,46,16,1.0,0.0,0.815,0.148,0.0,0.074,0.185,0.074,0.667,0.545,0.455,0.0,0.0,0.545,0.455,1,48,3,16,20,33,52,41,4,11,47,16,7,12,46,UTA,True
61,2021-22,MIA,2021-11-08T00:00:00,MIA @ DEN,L,37.733333333333334,10,18,0.556,2,3,0.667,9,11,0.818,1,4,5,8,1,0,1,0,0,8,31,-5,51.0,0,0,48.0,1,39,39,39,11,9,11,19,2,9,2,14,8,42,33,22,29,10,37,45,6,1,1,6,6,43,12,13,5,10,1,106.7,111.0,111.0,113.3,119.4,119.4,-6.6,-8.5,-8.5,0.471,8.0,25.8,0.026,0.108,0.066,3.2,3.1,0.611,0.679,0.288,0.298,96.58,92.23,76.86,92.23,0.222,73,10.0,18.0,41,31,31,38,43,43,43,44,44,3,4,17,45,32,39,7,7,14,19,12,12,37,47,47,14,9,11,0.37,0.281,0.154,0.097,0.643,0.611,0.25,0.16,0.172,0.4,0.125,0.0,0.333,0.0,0.0,0.5,0.383,7,14,7,24,16,13,28,33,34,13,11,45,12,1,1,7,6,0.833,0.167,0.516,0.065,0.194,0.226,0.29,0.065,0.452,0.5,0.5,1.0,0.0,0.6,0.4,34,23,44,42,8,11,34,43,33,13,38,1,7,8,49,DEN,False
62,2021-22,MIA,2021-11-10T00:00:00,MIA @ LAL,L,12.0,1,3,0.333,0,1,0.0,5,5,1.0,0,0,0,1,0,2,0,0,0,3,7,-3,14.5,0,0,12.0,1,39,39,39,57,55,57,45,20,33,20,38,44,1,48,57,57,56,53,15,23,1,1,50,54,39,56,13,5,56,1,89.4,89.3,89.3,101.3,103.7,103.7,-11.9,-14.4,-14.4,0.143,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.333,0.673,0.156,0.168,111.2,110.0,91.67,110.0,0.2,28,1.0,3.0,54,54,54,19,21,21,46,48,48,47,53,39,48,57,57,1,1,46,21,57,57,1,1,1,19,55,57,0.125,0.12,0.0,0.091,0.714,0.556,0.0,0.0,0.0,0.333,0.0,0.4,0.0,0.0,0.0,0.6,0.28,52,57,20,26,11,16,48,57,57,22,1,16,23,1,1,3,28,0.667,0.333,0.286,0.0,0.0,0.0,0.714,0.0,0.286,0.0,1.0,0.0,0.0,0.0,1.0,53,2,56,44,20,41,2,45,53,50,1,16,7,52,1,LAL,False
63,2021-22,MIA,2021-11-17T00:00:00,MIA vs. NOP,W,36.55166666666667,10,18,0.556,1,2,0.5,10,12,0.833,2,8,10,10,3,0,1,0,1,7,31,9,58.0,1,1,54.0,1,1,1,1,17,9,11,19,8,22,7,8,5,35,15,4,4,4,11,45,6,1,15,12,6,23,3,1,1,3,1,116.6,116.0,116.0,107.3,106.8,106.8,9.3,9.2,9.2,0.455,3.33,27.0,0.056,0.229,0.141,8.1,8.3,0.583,0.666,0.31,0.314,96.7,97.18,80.98,97.18,0.267,75,10.0,18.0,18,25,25,24,25,25,27,26,26,4,18,14,29,4,6,28,29,16,22,8,7,36,28,28,4,9,11,0.313,0.265,0.091,0.065,0.833,0.8,0.222,0.333,0.303,0.455,0.333,0.0,0.5,0.0,0.053,0.5,0.356,15,23,14,38,3,4,38,3,4,8,45,45,4,1,19,7,13,0.889,0.111,0.581,0.194,0.097,0.065,0.322,0.161,0.387,0.222,0.778,1.0,0.0,0.3,0.7,25,32,33,12,17,39,30,29,43,40,18,1,7,33,25,NOP,True
64,2021-22,MIA,2021-11-18T00:00:00,MIA vs. WAS,W,34.18333333333333,11,19,0.579,0,1,0.0,10,10,1.0,1,2,3,5,1,4,0,1,0,7,32,11,54.1,0,0,48.0,1,1,1,1,34,5,8,14,20,33,20,8,16,1,33,44,45,24,37,3,23,32,1,12,4,21,9,13,5,10,1,124.0,123.9,123.9,108.4,109.1,109.1,15.6,14.8,14.8,0.25,5.0,16.7,0.033,0.077,0.054,3.3,3.4,0.579,0.684,0.342,0.344,93.6,93.38,77.82,93.38,0.229,67,11.0,19.0,12,13,13,27,27,27,22,21,21,27,9,39,38,44,49,8,8,18,16,3,2,47,44,44,8,5,8,0.355,0.317,0.0,0.056,0.714,0.556,0.25,0.095,0.12,0.263,0.333,0.444,0.0,1.0,0.0,0.438,0.386,11,7,20,41,11,16,28,45,49,34,45,13,23,54,1,16,5,0.947,0.053,0.688,0.25,0.0,0.188,0.312,0.25,0.438,0.455,0.545,0.0,0.0,0.455,0.545,11,47,14,5,20,15,31,9,35,21,37,16,7,23,35,WAS,True
65,2021-22,MIA,2021-11-20T00:00:00,MIA @ WAS,L,38.46666666666667,11,19,0.579,0,2,0.0,7,9,0.778,0,5,5,4,1,2,0,1,1,5,29,1,46.0,0,0,42.0,1,39,39,39,8,5,8,14,20,22,20,21,19,47,48,13,29,34,37,15,23,32,15,32,9,32,20,13,5,17,1,111.6,112.2,112.2,110.1,112.3,112.3,1.5,-0.2,-0.2,0.211,4.0,14.3,0.0,0.156,0.072,3.6,3.6,0.579,0.632,0.276,0.287,92.86,91.72,76.43,91.72,0.211,74,11.0,19.0,29,26,26,32,34,34,31,36,36,39,13,46,48,19,35,10,10,18,26,23,20,48,48,48,17,5,8,0.367,0.288,0.0,0.087,0.438,0.474,0.0,0.227,0.161,0.235,0.111,0.286,0.0,0.5,0.05,0.313,0.349,8,12,20,29,32,28,48,16,38,42,10,25,23,46,16,34,15,0.895,0.105,0.759,0.345,0.0,0.069,0.241,0.241,0.414,0.273,0.727,0.0,0.0,0.273,0.727,24,34,8,1,20,37,43,13,36,33,24,16,7,38,19,WAS,False
66,2021-22,MIA,2021-11-23T00:00:00,MIA @ DET,W,34.766666666666666,4,13,0.308,0,1,0.0,7,9,0.778,4,5,9,5,3,1,0,0,2,6,15,-7,33.3,0,0,31.0,1,1,1,1,33,46,35,48,20,33,20,21,19,47,3,13,10,24,11,29,23,1,32,22,46,47,43,13,5,42,1,101.6,100.0,100.0,108.7,111.6,111.6,-7.1,-11.6,-11.6,0.263,1.67,20.0,0.138,0.128,0.132,12.0,12.0,0.308,0.442,0.253,0.256,96.45,95.95,79.96,95.95,0.1,70,4.0,13.0,46,49,49,28,32,32,45,46,46,26,37,29,2,26,10,46,47,48,46,34,33,38,34,34,43,46,35,0.174,0.26,0.0,0.067,0.35,0.333,0.444,0.172,0.237,0.333,0.188,0.2,0.0,0.0,0.143,0.3,0.214,43,26,20,34,40,40,10,29,19,22,25,32,23,1,39,41,44,0.923,0.077,0.533,0.0,0.0,0.133,0.467,0.2,0.533,0.5,0.5,0.0,0.0,0.5,0.5,17,38,38,44,20,21,9,18,21,13,38,16,7,14,36,DET,False
67,2021-22,MIA,2021-11-24T00:00:00,MIA @ MIN,L,38.68,5,9,0.556,0,3,0.0,6,7,0.857,0,8,8,5,3,1,0,0,1,4,16,-16,33.1,0,0,31.0,1,39,39,39,6,40,52,19,20,9,20,31,32,31,48,4,11,24,11,29,23,1,15,42,44,55,44,13,5,42,1,94.0,95.1,95.1,116.0,119.0,119.0,-22.0,-23.9,-23.9,0.25,1.67,25.0,0.0,0.19,0.101,15.0,14.9,0.556,0.662,0.17,0.175,101.78,99.9,83.25,99.9,0.157,82,5.0,9.0,52,53,53,43,42,42,52,55,55,27,37,18,48,8,23,52,52,22,23,56,56,17,18,18,33,40,52,0.2,0.158,0.0,0.086,0.333,0.28,0.0,0.32,0.286,0.263,0.167,0.2,0.0,0.0,0.05,0.19,0.205,38,54,20,30,41,49,48,4,9,34,20,32,23,1,16,53,46,0.667,0.333,0.625,0.25,0.0,0.25,0.375,0.313,0.375,0.8,0.2,0.0,0.0,0.8,0.2,53,2,24,5,20,8,22,5,45,3,55,16,7,3,55,MIN,False
68,2021-22,MIA,2021-11-27T00:00:00,MIA @ CHI,W,36.37,6,15,0.4,0,4,0.0,6,7,0.857,1,3,4,5,1,5,0,1,2,7,18,0,44.3,0,0,37.0,1,1,1,1,20,35,21,38,20,5,20,31,32,31,33,32,39,24,37,1,23,32,32,12,40,35,23,13,5,31,1,109.7,109.6,109.6,104.6,111.1,111.1,5.1,-1.5,-1.5,0.227,5.0,20.8,0.025,0.097,0.056,4.2,4.2,0.4,0.498,0.235,0.239,98.59,95.68,79.74,95.68,0.135,73,6.0,15.0,32,36,36,22,29,29,29,38,38,35,9,28,46,36,46,17,17,40,39,43,44,28,37,37,38,35,21,0.214,0.224,0.0,0.133,0.4,0.389,0.143,0.167,0.16,0.294,0.2,0.455,0.0,0.333,0.143,0.467,0.225,35,39,20,9,34,37,43,30,39,28,26,12,23,34,39,14,40,0.733,0.267,0.667,0.111,0.0,0.0,0.333,0.167,0.556,0.167,0.833,0.0,0.0,0.167,0.833,49,8,16,28,20,41,27,25,18,46,11,16,7,48,8,CHI,False
69,2021-22,MIA,2021-12-06T00:00:00,MIA vs. MEM,L,24.883333333333333,4,13,0.308,0,1,0.0,2,2,1.0,2,3,5,4,2,3,0,2,0,4,10,-8,29.0,0,0,25.0,1,39,39,39,54,46,35,48,20,33,20,53,53,1,15,32,29,34,23,7,23,50,1,42,51,49,48,13,5,51,1,93.5,96.2,96.2,109.6,111.3,111.3,-16.0,-15.1,-15.1,0.267,2.0,20.0,0.087,0.13,0.109,10.0,10.1,0.308,0.36,0.271,0.271,104.51,102.24,85.2,102.24,0.098,53,4.0,13.0,53,52,52,29,31,31,48,49,49,24,26,29,11,24,20,35,37,48,53,25,25,7,7,7,45,46,35,0.211,0.31,0.0,0.083,0.25,0.25,0.5,0.176,0.238,0.286,0.154,0.5,0.0,0.4,0.0,0.364,0.196,36,8,20,31,55,52,3,26,18,31,18,9,23,43,1,29,48,0.923,0.077,0.8,0.2,0.0,0.0,0.2,0.2,0.6,0.25,0.75,0.0,0.0,0.25,0.75,17,38,4,10,20,41,49,18,12,35,20,16,7,40,15,MEM,True
70,2021-22,MIA,2021-12-26T00:00:00,MIA vs. ORL,W,34.95,5,14,0.357,0,1,0.0,7,9,0.778,6,5,11,5,2,3,0,0,1,8,17,16,44.7,1,0,39.0,1,1,1,1,31,40,27,43,20,33,20,21,19,47,1,13,3,24,23,7,23,1,15,6,41,10,22,1,5,26,1,114.7,116.7,116.7,93.1,91.0,91.0,21.6,25.6,25.6,0.2,2.5,20.0,0.15,0.152,0.151,8.0,8.0,0.357,0.473,0.25,0.246,91.11,91.33,76.11,91.33,0.158,66,5.0,14.0,23,23,23,15,11,11,10,10,10,41,22,29,1,21,3,25,26,44,43,35,42,53,50,50,32,40,27,0.167,0.209,0.0,0.038,0.875,0.643,0.429,0.208,0.289,0.217,0.25,0.75,0.0,0.0,0.1,0.533,0.221,44,43,20,47,2,10,11,22,8,46,30,2,23,1,28,6,41,0.929,0.071,0.588,0.118,0.0,0.118,0.412,0.235,0.471,0.6,0.4,0.0,0.0,0.6,0.4,13,42,31,25,20,22,16,14,32,8,50,16,7,8,49,ORL,True
71,2021-22,MIA,2021-12-28T00:00:00,MIA vs. WAS,W,35.63,8,16,0.5,0,0,0.0,9,9,1.0,2,6,8,15,4,2,2,0,1,5,25,7,65.1,1,0,56.0,1,1,1,1,25,18,19,26,20,48,20,14,19,1,15,9,11,1,2,15,1,1,15,32,20,25,2,1,5,2,1,119.5,122.5,122.5,112.7,114.3,114.3,6.8,8.2,8.2,0.714,3.75,39.5,0.05,0.2,0.114,10.5,10.3,0.5,0.626,0.277,0.289,96.84,94.98,79.15,94.98,0.225,71,8.0,16.0,16,16,16,37,35,35,28,27,27,1,17,2,31,5,17,40,40,28,27,21,17,35,40,40,11,18,19,0.276,0.239,0.0,0.0,0.5,0.45,0.2,0.273,0.25,0.75,0.571,0.2,1.0,0.0,0.125,0.313,0.287,22,33,20,48,24,30,41,7,15,1,57,32,1,1,36,34,26,1.0,0.0,0.64,0.24,0.0,0.08,0.36,0.16,0.4,0.125,0.875,0.0,0.0,0.125,0.875,1,48,20,8,20,32,26,30,37,48,10,16,7,51,7,WAS,True
72,2021-22,MIA,2021-12-31T00:00:00,MIA @ HOU,W,35.295,12,21,0.571,2,3,0.667,11,11,1.0,0,1,1,2,0,1,2,0,0,7,37,6,50.2,0,0,48.0,1,1,1,1,27,3,5,16,2,9,2,5,8,1,48,53,56,50,53,29,1,1,1,12,1,27,14,13,5,10,1,123.0,122.7,122.7,113.4,116.2,116.2,9.6,6.5,6.5,0.105,0.0,7.4,0.0,0.027,0.014,0.0,0.0,0.619,0.716,0.298,0.308,102.43,101.32,84.43,101.32,0.212,75,12.0,21.0,13,15,15,40,40,40,26,29,29,54,53,54,48,56,56,1,1,13,12,10,9,13,12,12,16,3,5,0.387,0.323,0.182,0.125,0.579,0.55,0.0,0.045,0.032,0.125,0.0,0.25,0.4,0.0,0.0,0.389,0.402,3,4,4,11,18,18,48,54,56,52,1,28,9,1,1,25,3,0.857,0.143,0.541,0.054,0.162,0.108,0.297,0.108,0.486,0.1,0.9,0.5,0.5,0.167,0.833,32,26,37,43,9,24,32,38,28,49,9,15,5,48,8,HOU,False
73,2021-22,MIA,2022-01-02T00:00:00,MIA @ SAC,L,36.06666666666667,9,22,0.409,1,6,0.167,2,2,1.0,3,3,6,5,2,0,0,0,0,2,21,-12,33.7,0,0,33.0,1,39,39,39,22,13,3,37,8,2,18,53,53,1,7,32,21,24,23,45,23,1,1,52,29,52,41,13,5,39,1,106.6,111.1,111.1,126.0,127.8,127.8,-19.5,-16.7,-16.7,0.208,2.5,16.7,0.068,0.107,0.083,6.7,6.7,0.432,0.459,0.284,0.286,98.54,95.82,79.85,95.82,0.099,72,9.0,22.0,42,29,29,51,50,50,51,50,50,40,22,39,18,33,30,21,22,36,45,13,21,29,35,35,44,13,3,0.273,0.286,0.143,0.222,0.286,0.286,0.25,0.143,0.182,0.278,0.286,0.0,0.0,0.0,0.0,0.154,0.263,24,13,9,1,49,47,28,38,30,33,42,45,23,1,1,55,31,0.727,0.273,0.762,0.19,0.143,0.095,0.095,0.095,0.571,0.375,0.625,0.0,1.0,0.333,0.667,51,7,7,13,12,29,57,39,16,27,31,16,1,30,26,SAC,False
74,2021-22,MIA,2022-01-03T00:00:00,MIA @ GSW,L,27.73,7,14,0.5,2,3,0.667,6,6,1.0,3,2,5,3,2,0,0,0,0,5,22,-13,30.5,0,0,32.0,1,39,39,39,51,23,27,26,2,9,2,31,38,1,7,44,29,41,23,45,23,1,1,32,26,54,46,13,5,41,1,100.8,105.3,105.3,124.5,128.1,128.1,-23.7,-22.8,-22.8,0.214,1.5,13.6,0.1,0.091,0.096,9.1,9.2,0.571,0.661,0.275,0.28,102.27,98.67,82.22,98.67,0.142,57,7.0,14.0,48,45,45,50,51,51,55,54,54,36,39,47,7,39,24,32,33,20,24,24,22,15,22,22,36,23,27,0.333,0.275,0.2,0.125,0.75,0.75,0.429,0.095,0.179,0.231,0.167,0.0,0.0,0.0,0.0,0.625,0.367,13,18,2,11,9,5,11,45,31,44,20,45,23,1,1,2,8,0.786,0.214,0.455,0.091,0.273,0.0,0.272,0.0,0.364,0.2,0.8,1.0,0.0,0.429,0.571,42,14,50,35,3,41,35,45,49,41,13,1,7,26,30,GSW,False
75,2021-22,MIA,2022-01-14T00:00:00,MIA vs. ATL,W,32.55,7,13,0.538,0,0,0.0,9,9,1.0,1,2,3,10,2,2,1,1,2,6,23,19,48.6,1,0,42.0,1,1,1,1,42,23,35,22,20,48,20,14,19,1,33,44,45,4,23,15,6,32,32,22,23,6,16,1,5,17,1,150.0,154.7,154.7,118.8,123.1,123.1,31.2,31.6,31.6,0.4,5.0,34.5,0.043,0.077,0.061,6.9,6.9,0.538,0.678,0.26,0.263,98.33,95.12,79.26,95.12,0.178,64,7.0,13.0,1,1,1,45,45,45,6,7,7,7,9,5,35,44,41,24,24,23,20,29,32,30,39,39,25,23,35,0.219,0.245,0.0,0.0,0.391,0.36,0.167,0.111,0.125,0.385,0.25,0.5,0.5,0.333,0.105,0.286,0.232,33,29,20,48,37,38,42,42,45,14,30,9,4,34,30,43,38,1.0,0.0,0.609,0.087,0.0,0.0,0.391,0.087,0.522,0.286,0.714,0.0,0.0,0.286,0.714,1,48,28,36,20,41,18,40,23,31,26,16,7,34,21,ATL,True
